V_0,V_1,dV_1,V_2,dV_2
1.9,1.9683870967741934,0.025717588939348033,0.1064516129032258,0.007901579815429606
1.9105263157894736,1.9638709677419357,0.028040404918839638,0.1232258064516129,0.029593148235302496
1.9210526315789473,1.939032258064516,0.03359952677928492,0.11612903225806452,0.006766508697871947
1.931578947368421,1.9122580645161293,0.030288244114336758,0.12999999999999998,0.018250767948149206
1.9421052631578948,1.905483870967742,0.03686604262536675,0.12000000000000002,0.01835027439139083
1.9526315789473685,1.8277419354838709,0.07707180051720328,0.13451612903225804,0.005779507376506102
1.963157894736842,1.7406451612903227,0.21534861507464623,0.1506451612903226,0.024184944706743955
1.9736842105263157,1.5674193548387096,0.3718235570055033,0.14838709677419354,0.022718473369882596
1.9842105263157894,1.2461290322580647,0.5685479066573125,0.157741935483871,0.006835361322715186
1.9947368421052631,0.8580645161290323,0.50811315691382,0.14967741935483872,0.010620695247196341
2.0052631578947366,0.7593548387096775,0.40764851931114143,0.15935483870967743,0.013927118158014777
2.0157894736842104,0.6080645161290323,0.4386130111718059,0.1435483870967742,0.014587637489800017
2.026315789473684,0.3925806451612903,0.2412551725303163,0.1554838709677419,0.03634726715097619
2.036842105263158,0.23258064516129032,0.17072075891177707,0.15580645161290324,0.018477423860154434
2.0473684210526315,0.15161290322580642,0.09339252867371543,0.14741935483870966,0.018078911315099422
2.057894736842105,0.13451612903225804,0.06040187991092821,0.16225806451612904,0.01361351473936077
2.068421052631579,0.1,0.029914898372566785,0.14451612903225805,0.026904076725152312
2.0789473684210527,0.09290322580645162,0.025919108937549246,0.14935483870967742,0.023706934227965323
2.0894736842105264,0.08225806451612902,0.011104460953586134,0.1667741935483871,0.04840967215299498
2.1,0.0732258064516129,0.01,0.16225806451612904,0.027826203597683414
